▓╬д@╜s╕╣,░╙╖~жW║┘,░╙╖~жaз},╡n░Oкм║A,╕gл╫,╜nл╫,├■зO
2417637,║ё└ЇлO░╙жц,╖sе_елдTнл░╧й╛з╡╕Ї3мq15л╤12╕╣,о╓ну│]е▀,121.4810684,25.0675935,д╞зйл~╣s░т╖~
2421816,жwкk░ъ╗┌е°╖~к└,╖sе_ел╛ЁкL░╧дддs╕Ї1мq108л╤47╕╣3╝╙,о╓ну│]е▀,121.4215358,24.9914918,д╞зйл~╣s░т╖~
2423461,┴в╢ом№╖√о╔й|╖|└],╖sе_ел┼a║q░╧дде┐д@╕Ї166╕╣,о╓ну│]е▀,121.352421,24.9561059,д╞зйл~╣s░т╖~
2425051,еj╝w░╙жц,╖sе_елддйM░╧дЇ╖╜╕Ї136л╤9╕╣4╝╙,о╓ну│]е▀,121.5082972,25.0029786,д╞зйл~╣s░т╖~
2425664,╝№л║пєе╗дuз{,╖sе_елдTнл░╧к°д╕╡є43╕╣(1╝╙),о╓ну│]е▀,121.4997867,25.0658405,д╞зйл~╣s░т╖~
2425670,ш░оxм№оe║ыл~└],╖sе_елкO╛Ї░╧нл╝y╕Ї98╕╣,о╓ну│]е▀,121.4619408,25.005955,д╞зйл~╣s░т╖~
2426116,иNй_╛vл~е°╖~к└,╖sе_елж┴дю░╧дд┐│╕Ї280л╤3╕╣(1╝╙),о╓ну│]е▀,121.6286763,25.0694262,д╞зйл~╣s░т╖~
2429704,дые·░╙жц,╖sе_ел╖s▓°░╧л╪жw╡є92л╤33╕╣(1╝╙),о╓ну│]е▀,121.4254831,25.0247395,д╞зйл~╣s░т╖~
2429900,дще·│╨╖Nдuз{,╖sе_елкO╛Ї░╧╖╦▒Xд@╡є20╕╣,о╓ну│]е▀,121.4301312,24.9912723,д╞зйл~╣s░т╖~
2430054,е[░╟дёо№е°╖~к└,╖sе_еле├йM░╧е├нs╕Ї324╕╣4╝╙дз1,о╓ну│]е▀,121.51151,25.00529,д╞зйл~╣s░т╖~
2431244,└u│╙м№жa║ыл~дuз@л╟,╖sе_ел▓HдЇ░╧╖sелд@╕Ї1мq373╕╣5╝╙,о╓ну│]е▀,121.4447939,25.183151,д╞зйл~╣s░т╖~
2431390,еP▓№дтдuм№░є,╖sе_еле├йM░╧е┴ж│╡є10л╤6╕╣3╝╙,о╓ну│]е▀,121.5158016,24.9970896,д╞зйл~╣s░т╖~
2431743,к№к█▒m├╕л№е╥й▒,╖sе_ел▓HдЇ░╧н^▒M╕Ї119╕╣,о╓ну│]е▀,121.4457648,25.172419,д╞зйл~╣s░т╖~
2434158,┬Iдl░ъ╗┌е°╖~к└,╖sе_ел╖sй▒░╧дде┐и╜╡╪дд╡єв▒в░л╤в┤╕╣,о╓ну│]е▀,121.5053294,24.9286095,д╞зйл~╣s░т╖~
2435207,иdдж╞Wе┴лU╜╒▓z└],╖sе_елдgл░░╧кўл░╕Ї3мq116л╤11з╦2╕╣,о╓ну│]е▀,121.467075,24.9868219,д╞зйл~╣s░т╖~
2436260,дTжXзN╢╝й▒,╖sе_елдTнл░╧дTйM╕Ї4мq197╕╣(1╝╙),о╓ну│]е▀,121.482185,25.079312,д╞зйл~╣s░т╖~
2436780,оxйkм№оeз{,╖sе_елдKи╜░╧дддs╕Ї2мq157╕╣,о╓ну│]е▀,121.4051463,25.1508679,д╞зйл~╣s░т╖~
2437676,м№й_кL╖зй└└],╖sе_ел╖s▓°░╧йўй·╡є14л╤1з╦1╕╣,о╓ну│]е▀,121.457271,25.052525,д╞зйл~╣s░т╖~
2438247,и╔и№╝╓мбм№оe,╖sе_ел╛ЁкL░╧дK╝w╡є73╕╣,о╓ну│]е▀,121.4197238,24.9821143,д╞зйл~╣s░т╖~
2438773,и░оpе°╖~к└,╖sе_елж┴дю░╧дп╖R╕Ї18л╤6╕╣4╝╙,о╓ну│]е▀,121.6596472,25.0630609,д╞зйл~╣s░т╖~
2439421,з╗и╣└\╢╝│]│╞е°╖~к└,╖sе_елдgл░░╧дд╡╪╕Ї1мq67╕╣,о╓ну│]е▀,121.442894,24.986728,д╞зйл~╣s░т╖~
2443086,кў╞pиNим└],╖sе_елкO╛Ї░╧└]лeжш╕Ї139╕╣5╝╙,о╓ну│]е▀,121.4562883,25.0078239,д╞зйл~╣s░т╖~
2443092,лви▀и▀╡г╕╦║ыл~й▒,╖sе_елдTнл░╧нл╖s╕Ї5мq609л╤14╕╣дз4,о╓ну│]е▀,121.4675552,25.0461566,д╞зйл~╣s░т╖~
2443109,дЇ┤╣кўм№оe╖|└],╖sе_елдgл░░╧й╡йM╕Ї238╕╣,о╓ну│]е▀,121.469548,24.989934,д╞зйл~╣s░т╖~
2443488,╡║▒mе═мбм№╛╟зўо╞░╙жц,╖sе_елдgл░░╧ддеб╕Ї2мq149л╤30з╦12╕╣(1╝╙),о╓ну│]е▀,121.4420266,24.9766713,д╞зйл~╣s░т╖~
2443972,кQмfдтдuиmдuз{,╖sе_елдTнл░╧е┐╕qлn╕Ї1╕╣5╝╙,о╓ну│]е▀,121.4977946,25.0619704,д╞зйл~╣s░т╖~
2445578,╤ч╥Gе°╖~к└,╖sе_елддйM░╧й╛з╡╡є58л╤16з╦17╕╣3╝╙,о╓ну│]е▀,121.5119695,24.9832033,д╞зйл~╣s░т╖~
2445583,й╛оfе°╖~к└,╖sе_елддйM░╧дддs╕Ї2мq228╕╣10╝╙дз8,о╓ну│]е▀,121.4987411,25.0029495,д╞зйл~╣s░т╖~
2445599,дщл┬╛v├└й▒,╖sе_еле├йM░╧е├д╕╕Ї132╕╣(1╝╙),о╓ну│]е▀,121.5229741,25.0031042,д╞зйл~╣s░т╖~
2446210,збихе°╖~к└,╖sе_ел╖s▓°░╧жш▓▒╡є394╕╣8╝╙,о╓ну│]е▀,121.427506,25.01282,д╞зйл~╣s░т╖~
2446627,кЎл┼░╙жц,╖sе_елдgл░░╧й╡жN╡є291л╤1╕╣2╝╙,о╓ну│]е▀,121.4672042,24.9846065,д╞зйл~╣s░т╖~
2446794,дщр▒е°╖~к└,╖sе_ел╖sй▒░╧─_дд╕Ї65л╤51╕╣4╝╙,о╓ну│]е▀,121.5462816,24.981229,д╞зйл~╣s░т╖~
2447365,мuм№е°╖~к└,╖sе_елдTнл░╧нл╖s╕Ї2мq150дз1╕╣,о╓ну│]е▀,121.4956708,25.0614921,д╞зйл~╣s░т╖~
2448076,╢W╖R╢R░╙жц,╖sе_елдTнл░╧дп╖R╡є294бB296бB298бB298дз2бB298дз3╕╣,о╓ну│]е▀,121.4923237,25.0791964,д╞зйл~╣s░т╖~
2450190,кiж╖дтиmл╬дuз@л╟,╖sе_ел╖s▓°░╧йў╢й╡є3л╤1з╦2╕╣12╝╙дз6,о╓ну│]е▀,121.4535938,25.0509678,д╞зйл~╣s░т╖~
2452991,и╙╢ож╩│fжц,╖sе_ел─кмw░╧дд╡╪╡є20╕╣(1╝╙),о╓ну│]е▀,121.4628851,25.0814609,д╞зйл~╣s░т╖~
2453154,п·∙█╖√дЄо╔й|м№╛╟к└,╖sе_елдgл░░╧е▀╝w╕Ї135л╤5з╦1╕╣,о╓ну│]е▀,121.4648717,24.9870512,д╞зйл~╣s░т╖~
2486015,д╨жLе°╖~к└,╖sе_ел╛ЁкL░╧дjжw╕Ї626╕╣6╝╙,о╓ну│]е▀,121.4110868,24.9828121,д╞зйл~╣s░т╖~
2488007,е▀°╩░╙жц,╖sе_ел╖s▓°░╧жш▓▒╡є199╕╣,о╓ну│]е▀,121.428278,25.017051,д╞зйл~╣s░т╖~
2489049,╢плCе°╖~к└,╖sе_ел▓HдЇ░╧иF▒[╕Ї169╕╣13╝╙,о╓ну│]е▀,121.4240752,25.1835685,д╞зйл~╣s░т╖~
2490398,м└м└╜Gинм№оeе═мб└],╖sе_елж┴дю░╧й╛з╡кF╕Ї297╕╣(2╝╙),о╓ну│]е▀,121.664044,25.068913,д╞зйл~╣s░т╖~
2496365,жу╜{ир▒M╖~м№оe└],╖sе_елкLдf░╧дхд╞дT╕Ї1мq358дз1╕╣,о╓ну│]е▀,121.3640812,25.0716687,д╞зйл~╣s░т╖~
2496506,▓╙л~дтз@иmз{,╖sе_елкO╛Ї░╧┐де┴дj╣D3мq127л╤19╕╣4╝╙,о╓ну│]е▀,121.4767755,25.0235649,д╞зйл~╣s░т╖~
2497667,╘╨жи░╙жц,╗Oе_елкQдs░╧лnи╩кF╕Ї5мq291л╤29з╦25╕╣3╝╙,о╓ну│]е▀,121.5669773,25.0529751,д╞зйл~╣s░т╖~
2499166,┴и┴ижwоR░╙жц,╖sе_елкO╛Ї░╧кO╖s╕Ї20╕╣(1╝╙),о╓ну│]е▀,121.4743984,25.0134477,д╞зйл~╣s░т╖~
2766085,ечз╟▓┤├шжц,╖sе_ел╛ЁкL░╧дj╢о╕Ї271╕╣(1╝╙),о╓ну│]е▀,121.3799301,24.9461167,д╞зйл~╣s░т╖~
2952953,─_┤║▓┤├шжц,╖sе_ел─кмw░╧е┴▒┌╕Ї403╕╣(1╝╙),о╓ну│]е▀,121.4691457,25.0898354,д╞зйл~╣s░т╖~
3439802,жPнxдще╬л~░╙жц,╖sе_елддйM░╧дддs╕Їв▓мqв░впв╕╕╣,о╓ну│]е▀,121.4748969,25.0058416,д╞зйл~╣s░т╖~
4205477,жNйiдhжшкA╕╣,╗Oе_елдддs░╧кL┤╦е_╕Ї590╕╣,о╓ну│]е▀,121.52556,25.0655181,д╞зйл~╣s░т╖~
4206308,кў▓╗п]─_├└л~░╙жц,╗Oе_елдде┐░╧й╛з╡жш╕Ї1мq102╕╣11╝╙,о╓ну│]е▀,121.5125535,25.0471797,д╞зйл~╣s░т╖~
4704804,░╢╕sжhл~л╬░╙жц,╗Oе_елкQдs░╧е┴е═кF╕Ї5мq32дз1╕╣,о╓ну│]е▀,121.5567511,25.058223,д╞зйл~╣s░т╖~
4841552,дд┐│е°╖~к└,╗Oе_елдхдs░╧┤║╡╪╡є128л╤3з╦5╕╣1╝╙,о╓ну│]е▀,121.5475432,24.9957582,д╞зйл~╣s░т╖~
5153601,лHй╛╣ъ╖~к└,╗Oе_елдде┐░╧┤fжw╡є17╕╣1╝╙,о╓ну│]е▀,121.5067092,25.029635,д╞зйл~╣s░т╖~
5256141,─╫╣┼м№оeдuз@л╟,╗Oе_елдjжP░╧к°жwжш╕Ї121╕╣8╝╙,о╓ну│]е▀,121.515715,25.05131,д╞зйл~╣s░т╖~
5426743,дj╣┼жц,╖sе_елж┴дю░╧дuл╪╕Ї366╕╣9╝╙,о╓ну│]е▀,121.6334826,25.0598736,д╞зйл~╣s░т╖~
5803859,│╜ж╠дз╢mе°╖~к└,╗Oе_елдддs░╧лnи╩кF╕Ї2мq76╕╣4╝╙,о╓ну│]е▀,121.5307692,25.0519006,д╞зйл~╣s░т╖~
7548601,кa╖ч░є╛iе═├─жц,╖sе_елкO╛Ї░╧п∙└]╡є18╕╣(1╝╙),о╓ну│]е▀,121.456515,25.0106089,д╞зйл~╣s░т╖~
8553004,и|пЎ░╙й▒,╖sе_елкO╛Ї░╧▓ўе·╕Їв╖?0╕╣?0╝╙,о╓ну│]е▀,121.469575,25.0248109,д╞зйл~╣s░т╖~
8559653,е═к@░╙й▒,╖sе_елдTоl░╧е┴┼v╡єв┤╕╣?0╝╙,о╓ну│]е▀,121.3704512,24.9345784,д╞зйл~╣s░т╖~
8563278,мбмuе°╖~к└,╖sе_ел╛ЁкL░╧дддs╕Їв░мqв▒в▓в▒╕╣в▒╝╙,о╓ну│]е▀,121.421443,24.9878749,д╞зйл~╣s░т╖~
8564939,дще▀жц,╖sе_елкO╛Ї░╧е┴и╔╡єв╕вп╕╣?0╝╙?0?0?0?0?0?0,о╓ну│]е▀,121.4745664,25.0008188,д╞зйл~╣s░т╖~
8565091,?<U+71FA>б╜б╜ўж?,╖sе_елкO╛Ї░╧е┴кv╡єв╕в╡л╤в╢╕╣?0╝╙,о╓ну│]е▀,121.4786141,25.0318617,д╞зйл~╣s░т╖~
8567302,╖sмP░╙й▒,╖sе_елдgл░░╧й╡╣╪╕Їв╢в╢л╤?0з╦в┤в╕╕╣?0╝╙,о╓ну│]е▀,121.4690156,24.9924805,д╞зйл~╣s░т╖~
8568219,и╚╛ьм№оeм№╛vзўо╞жц,╖sе_елдTоl░╧дхд╞╕Ї?0в┤в╖╕╣?0╝╙,о╓ну│]е▀,121.3725694,24.9362061,д╞зйл~╣s░т╖~
8569940,м╙оa╢Q▒┌м№оe░|,╖sе_елкO╛Ї░╧дддs╕Їв▒мqв░в╡в╖╕╣в░╝╙,о╓ну│]е▀,121.477027,25.0171639,д╞зйл~╣s░т╖~
8571811,кўж╧░╙жц,╖sе_елкO╛Ї░╧╢зй·╡єв┤в╖╕╣?0╝╙,о╓ну│]е▀,121.465091,25.022409,д╞зйл~╣s░т╖~
8573108,и╬оцж╩│fжц,╖sе_елкO╛Ї░╧йMен╕Ї174л╤1╕╣1╝╙,о╓ну│]е▀,121.4637111,24.9954964,д╞зйл~╣s░т╖~
8573281,мF┤@м№╛vзўо╞жц,╖sе_елкO╛Ї░╧дмзU╡є80╕╣,о╓ну│]е▀,121.4605367,25.0265039,д╞зйл~╣s░т╖~
8573888,и╠ж╙м└кс├└│╨з@з{,╖sе_елкO╛Ї░╧дхд╞╕Ї2мq439╕╣,о╓ну│]е▀,121.4749353,25.0332729,д╞зйл~╣s░т╖~
8580754,иq░╥м№оeзўо╞й▒,╖sе_елкO╛Ї░╧╕UкO╕Їв░впв╖╕╣,о╓ну│]е▀,121.4744308,25.0233596,д╞зйл~╣s░т╖~
8581986,еx╞Wкўдj░ъ╗┌м№оeм№╛v║▐▓z┼U░▌е°╖~к└,╗Oе_елд║┤Є░╧жие\╕Ї4мq53╕╣2╝╙,о╓ну│]е▀,121.5921395,25.0816365,д╞зйл~╣s░т╖~
8587449,н}езм№оeз{,╗Oе_елд║┤Є░╧кў└s╕Ї11╕╣1╝╙,о╓ну│]е▀,121.5949084,25.0845684,д╞зйл~╣s░т╖~
8588290,дjзQ╛vл~жц,╖sе_елж┴дю░╧║╓╝wд@╕Їв▓в╕в▒л╤в│в▒з╦в▒в│╕╣в░╝╙,о╓ну│]е▀,121.6277867,25.0625681,д╞зйл~╣s░т╖~
8588398,о╔й|▒└дтз╬╢Hдuз{,╖sе_елж┴дю░╧╝╠╛ЁдG╕Їв░в▓вп╕╣в░╝╙,о╓ну│]е▀,121.640077,25.06545,д╞зйл~╣s░т╖~
8589404,▓№еPкA╣вж╩│fжц,╗Oе_елд║┤Є░╧д║┤Є╕Ї1мq323л╤4з╦13╕╣1╝╙,о╓ну│]е▀,121.5678541,25.0824403,д╞зйл~╣s░т╖~
8589832,─Rдё╢ом№оe░|,╗Oе_елд║┤Є░╧ж┐лn╡є65л╤33╕╣,о╓ну│]е▀,121.5783771,25.0770154,д╞зйл~╣s░т╖~
8596427,д║┤Єм№╛vзўо╞жц,╗Oе_елд║┤Є░╧дх╝w╕Ї12╕╣2╝╙,о╓ну│]е▀,121.5791334,25.0784054,д╞зйл~╣s░т╖~
8599613,кLмюм№оeзўо╞жц,╗Oе_елд║┤Є░╧жие\╕Ї4мq41л╤2╕╣2╝╙,о╓ну│]е▀,121.5918951,25.0812767,д╞зйл~╣s░т╖~
8601174,е@м╔░╙й▒,╗Oе_елд║┤Є░╧└Їдs╕Ї1мq67╕╣1╝╙,о╓ну│]е▀,121.5656678,25.0826777,д╞зйл~╣s░т╖~
8650701,еь╡Yм№дH└],╖sе_ел╖s▓°░╧л╪жw╡єв│впл╤в░╕╣в░╝╙,о╓ну│]е▀,121.427784,25.025456,д╞зйл~╣s░т╖~
8651130,╕sкL░ъ╗┌░╙жц,╖sе_еле├йM░╧е├йM╕Їв▒мqв▒в▓в░л╤в▒в┤╕╣в│╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.5142579,25.0138605,д╞зйл~╣s░т╖~
8659365,е├╖R╛iе═└],╖sе_елддйM░╧╡╪╖s╡єв▓впл╤в░в╖дзв▒в┤╕╣в▓╝╙,о╓ну│]е▀,121.5069378,24.9841649,д╞зйл~╣s░т╖~
8665140,и░╦iдuз@л╟,╖sе_елдTоl░╧е·й·╕Їв┤в▓╕╣в░╝╙,о╓ну│]е▀,121.375413,24.929071,д╞зйл~╣s░т╖~
8667323,кщ╕й║ыл~ж╩│fжц,╖sе_ел─кмw░╧дд┐│╡єв╡в╕╕╣в░╝╙,о╓ну│]е▀,121.4819248,25.0878085,д╞зйл~╣s░т╖~
8679860,╣FдHкA╣в║ыл~жц,╖sе_елдgл░░╧йMен╕Їв▒дзв▒╕╣б]╢╚▒oи╧е╬д@╝╙б^,о╓ну│]е▀,121.4424211,24.9748019,д╞зйл~╣s░т╖~
8679876,┬╫▓╗е°╖~к└,╖sе_елкO╛Ї░╧┐wжц╕Їв▒мqв░в╡в░л╤в▒в╡╕╣в░╝╙,о╓ну│]е▀,121.4301613,24.9872387,д╞зйл~╣s░т╖~
8683013,│╟╖чжц,╖sе_елкO╛Ї░╧дхд╞╕Їв░мqв░в│в╡╕╣в░╝╙,о╓ну│]е▀,121.465421,25.0189913,д╞зйл~╣s░т╖~
8708957,─Rл║▓Kинм№╛╟└],╖sе_ел╖s▓°░╧дд┤ф╕Їв▒в╡в▓╕╣в░╝╙,о╓ну│]е▀,121.4536687,25.0434093,д╞зйл~╣s░т╖~
8708963,╖чл║м№оeз{,╖sе_елдTнл░╧дOжц╕Їв░мqв╖в╢╕╣в▒╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.4846905,25.0689338,д╞зйл~╣s░т╖~
8710406,дj│пмvжц,╖sе_ел╖s▓°░╧йM┐│╡єв▓в╢╕╣в░╝╙,о╓ну│]е▀,121.4467828,25.040043,д╞зйл~╣s░т╖~
8711989,оLжwпр╢qд╤жaм№оeз{,╖sе_елддйM░╧дджw╡єв▒в▒в╖л╤в░╕╣,о╓ну│]е▀,121.5122109,24.9986787,д╞зйл~╣s░т╖~
8718076,├в┼D░ъ╗┌░╙жц,╗Oе_елдддs░╧е┴┼vжш╕Ї20╕╣9╝╙дз7,о╓ну│]е▀,121.5217062,25.0625325,д╞зйл~╣s░т╖~
8719188,╡╪мvм№оeдuз@л╟,╖sе_елдTнл░╧нл╢з╕Їв░мqв┤в╕╕╣в╡╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.487033,25.060918,д╞зйл~╣s░т╖~
8720636,╕Uл╚║╓ж╩│f░╙жц,╖sе_еле├йM░╧е├ен╕Їв╖в░л╤в▒╕╣,о╓ну│]е▀,121.511601,25.0082658,д╞зйл~╣s░т╖~
8728378,кLи╬е°╖~к└,╖sе_елкO╛Ї░╧├h╝w╡є201л╤10╕╣,о╓ну│]е▀,121.481087,25.0293217,д╞зйл~╣s░т╖~
8736010,дHе╗┬х└°╛╣зўжц,╖sе_ел╖sй▒░╧жwйM╕Їв▓мqв░в▓в╢╕╣,о╓ну│]е▀,121.5169,24.9852929,д╞зйл~╣s░т╖~
8738360,н╡нbм№оeдuз@л╟,╖sе_еле├йM░╧е├нs╕Ї172╕╣2╝╙,о╓ну│]е▀,121.5168428,25.0043916,д╞зйл~╣s░т╖~
9474942,жу╗AоXкA╕╦й▒,╗Oе_елдjжw░╧кF┬╫╡є21╕╣1╝╙,о╓ну│]е▀,121.5449757,25.0361581,д╞зйл~╣s░т╖~
9607470,╣┤╤╘е°╖~к└,╖sе_елкLдf░╧дхд╞дG╕Ї1мq120л╤8╕╣10╝╙дз2,о╓ну│]е▀,121.3680897,25.0705088,д╞зйл~╣s░т╖~
9608323,Цфї╙к└,╖sе_елддйM░╧╢ъ│q╕Їв▓в╡в╕л╤в╡в╖╕╣в▓╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.49017,24.9824249,д╞зйл~╣s░т╖~
9609961,╜м╡╪е°╖~к└,╖sе_елдTнл░╧нл╢з╕Ї4мq87╕╣9╝╙,о╓ну│]е▀,121.492772,25.071028,д╞зйл~╣s░т╖~
9612641,иF└sеdм№оeм№╛vдuз@з{,╖sе_елкO╛Ї░╧дддs╕Ї2мq222╕╣(2╝╙),о╓ну│]е▀,121.4781356,25.0178551,д╞зйл~╣s░т╖~
9615020,║a<U+4FFD>ж╩│fжц,╖sе_елдTнл░╧к°╣╪╡єв░дзв░в▓╕╣б]╢╚▒oи╧е╬д@╝╙б^,о╓ну│]е▀,121.5005637,25.0682706,д╞зйл~╣s░т╖~
9616479,кўоiж╩│fжц,╖sе_ел╛ЁкL░╧дхд╞╡єв▓в│╕╣в░╝╙,о╓ну│]е▀,121.4188711,24.9880979,д╞зйл~╣s░т╖~
9616668,м№з@д╞∙█л~жWй▒,╖sе_елддйM░╧лn╡╪╕Ї39╕╣,о╓ну│]е▀,121.5033344,24.9963904,д╞зйл~╣s░т╖~
9617890,мyжц│гелкA╣вз{,╖sе_ел╛ЁкL░╧│╒╖R╡єв░впв╖╕╣,о╓ну│]е▀,121.426568,24.9916465,д╞зйл~╣s░т╖~
9623226,╕╓к▄м№оeз{,╖sе_ел╖s▓°░╧дд┤ф╕Ї438╕╣2╝╙,о╓ну│]е▀,121.4520262,25.0509924,д╞зйл~╣s░т╖~
9625478,▒j╢▓е°╖~к└,╖sе_елкLдf░╧дK╝w╕Ї120╕╣11╝╙дз2,о╓ну│]е▀,121.3646278,25.0658183,д╞зйл~╣s░т╖~
9632273,▓▒н╗╗я░╙жц,╖sе_ел╖чк┌░╧░Єдs╡є87╕╣,о╓ну│]е▀,121.8447096,25.1082558,д╞зйл~╣s░т╖~
9633821,ш░├C╛vлмдuз@л╟,╖sе_елкO╛Ї░╧лсоH╡є52╕╣(1╝╙),о╓ну│]е▀,121.4604691,25.0058899,д╞зйл~╣s░т╖~
9635004,╕U╝w║╓║ыл~й▒,╖sе_ел▓HдЇ░╧╛╟й▓╕Ї51л╤2з╦7╕╣,о╓ну│]е▀,121.4477192,25.1697871,д╞зйл~╣s░т╖~
9636664,ж╩жXе°╖~к└,╖sе_елдTнл░╧└s└╪╕Їв▒впв░╕╣в░╝╙,о╓ну│]е▀,121.502106,25.071616,д╞зйл~╣s░т╖~
9636989,лBи░д╞∙█л~й▒,╖sе_елддйM░╧лO░╖╕Їв░в╕л╤в│з╦в▒╕╣,о╓ну│]е▀,121.5084991,24.9985139,д╞зйл~╣s░т╖~
9637869,и╬<U+5CEF>ж╩│fжц,╖sе_ел╛ЁкL░╧│╒╖R╡є118╕╣1╝╙,о╓ну│]е▀,121.4264393,24.9915023,д╞зйл~╣s░т╖~
9642223,ий║┬ж╩│fжц,╖sе_еле├йM░╧дде┐╕Ї530╕╣1╝╙,о╓ну│]е▀,121.5173394,25.0051156,д╞зйл~╣s░т╖~
9642960,╢о╣aм№├C└],╖sе_ел─кмw░╧жие\╕Їв░в╖в╢╕╣в░╝╙,о╓ну│]е▀,121.4712072,25.0836566,д╞зйл~╣s░т╖~
9643953,лn╢ом№оeм№╛vжWй▒,╖sе_елкO╛Ї░╧лn╢олn╕Їв░мqв▓в╡╕╣б]в░╝╙б^,о╓ну│]е▀,121.456779,25.007164,д╞зйл~╣s░т╖~
9645903,жун}░ъ╗┌║ыл~е°╖~к└,╖sе_еле├йM░╧дд┐│╡єв╡в╖л╤в▒╕╣в┤╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.5174827,25.0118317,д╞зйл~╣s░т╖~
9648866,ку╡ц║╪е°╖~к└,╖sе_елддйM░╧│sл░╕Їв▒в╡в▓л╤в╕з╦в╖╕╣в▒╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.4927891,24.9956609,д╞зйл~╣s░т╖~
9654022,╝zм├дuз@л╟,╖sе_ел─кмw░╧е├жwе_╕Їв▒мqв│вп╕╣б]╢╚▒oи╧е╬д@╝╙б^,о╓ну│]е▀,121.4816972,25.0812919,д╞зйл~╣s░т╖~
9654557,┘эмй▓┤├шжц,╖sе_елкO╛Ї░╧дде┐╕Ї263╕╣1╝╙,о╓ну│]е▀,121.4497962,25.0354563,д╞зйл~╣s░т╖~
9655768,еjн╖░ъ╗┌░╙жц,╖sе_елкO╛Ї░╧┬∙дQ╕Їв▒мqв▒л╤в╢╕╣в▒╝╙б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.477296,25.025661,д╞зйл~╣s░т╖~
9656892,еюмP╛vжбжWй▒,╖sе_елддйM░╧й╛з╡╡єв▓в╕дзв╡╕╣в░╝╙,о╓ну│]е▀,121.5115394,24.983932,д╞зйл~╣s░т╖~
9656909,╡Xоц║ыл~кA╣вй▒,╖sе_елддйM░╧╝s║╓╕Ї78╕╣,о╓ну│]е▀,121.5029577,25.0016446,д╞зйл~╣s░т╖~
9661950,─_лH▓┤├шжц,╖sе_ел╖sй▒░╧е┴┼v╕Ї46╕╣1╝╙,о╓ну│]е▀,121.540027,24.9830693,д╞зйл~╣s░т╖~
9662753,░╖й╔м№оeзўо╞з{,╖sе_ел─кмw░╧дде┐╕Їв▓в░╕╣в░╝╙,о╓ну│]е▀,121.4712383,25.0821318,д╞зйл~╣s░т╖~
9663269,╖R▒бо№м№оeз{,╖sе_елддйM░╧лnдs╕Ї165╕╣,о╓ну│]е▀,121.5028233,24.9953936,д╞зйл~╣s░т╖~
9665554,▒`мKим│бм№оeжц,╖sе_елкO╛Ї░╧е|║√╕Ї120╕╣1╝╙,о╓ну│]е▀,121.465531,25.0249919,д╞зйл~╣s░т╖~
9667526,о│о║дз╢б╗┤йMн╖▒yмб╖|└],╖sе_еле├йM░╧дддs╕Ї1мq197╕╣2╝╙дз1,о╓ну│]е▀,121.509233,25.008806,д╞зйл~╣s░т╖~
9676742,иqм№░╖▒dм№оeз{,╖sе_ел▓`з|░╧е_▓`╕Їв▓мqв▒в│в▓л╤в▓╕╣,о╓ну│]е▀,121.5994422,25.0041492,д╞зйл~╣s░т╖~
9680204,л}и╚╛v├└иF└sй▒,╖sе_ел╛ЁкL░╧дT║╓╡єв░в▓в╡╕╣,о╓ну│]е▀,121.4056845,25.0162258,д╞зйл~╣s░т╖~
9685051,┬E╢о║ыл~й▒,╖sе_елкўдs░╧йMен╡єв│╕╣,о╓ну│]е▀,121.6370227,25.2217704,д╞зйл~╣s░т╖~
9686782,╕╓─R╜{м№оe║ыл~й▒,╖sе_елддйM░╧е┴╝╓╕Ї26╕╣1╝╙,о╓ну│]е▀,121.4825245,25.0011344,д╞зйл~╣s░т╖~
9689444,и╩м№жц,╖sе_ел─кмw░╧жие\╕Їв░в░в╡╕╣б]в░╝╙б^,о╓ну│]е▀,121.4724471,25.082635,д╞зйл~╣s░т╖~
9692314,╕ї░Dклмy│qе°╖~к└,╖sе_елкO╛Ї░╧║~е═жш╕Їв░впв┤╕╣в░╝╙,о╓ну│]е▀,121.4624685,25.0200702,д╞зйл~╣s░т╖~
9695305,еd╜пкLм№оeм№┼щй▒,╖sе_елдTнл░╧нл╖s╕Ї4мq101дз3╕╣,о╓ну│]е▀,121.4855786,25.0545459,д╞зйл~╣s░т╖~
9696260,ої│г╛iинз{,╖sе_елддйM░╧е┴╝╓╕Ї81╕╣(1╝╙)бBжaдU1╝h,о╓ну│]е▀,121.484625,25.001382,д╞зйл~╣s░т╖~
9696418,─╦оpе°║▐е°╖~к└,╖sе_елкO╛Ї░╧дj╞[╕Їв▒мqв▓в╢л╤в▒в╡впдзв▒╕╣б]▓{│ї╢╚и╤┐ьд╜л╟и╧е╬б^,о╓ну│]е▀,121.4498663,25.0017813,д╞зйл~╣s░т╖~
